LSAT,GPA,Race,resident,college,Year,Gender,admit,Black,Hispanic,Asian,White,MissingRace,URM
149,3.49,White,1,Houston,2006,1,0,0,0,0,1,0,0
154,2.99,White,0,Houston,2006,1,0,0,0,0,1,0,0
145,3.15,White,0,Houston,2006,0,0,0,0,0,1,0,0
157,3.43,White,1,Houston,2006,1,0,0,0,0,1,0,0
159,3.25,White,0,Houston,2006,1,0,0,0,0,1,0,0
147,3.08,White,1,Houston,2006,1,0,0,0,0,1,0,0
141,2.67,White,1,Houston,2006,1,0,0,0,0,1,0,0
146,3.11,White,1,Houston,2006,0,0,0,0,0,1,0,0
148,3.57,White,1,Houston,2006,0,0,0,0,0,1,0,0
157,3.74,White,0,Houston,2006,0,0,0,0,0,1,0,0
144,3.32,White,1,Houston,2006,1,0,0,0,0,1,0,0
147,3.35,White,0,Houston,2006,0,0,0,0,0,1,0,0
144,2.58,White,1,Houston,2006,0,0,0,0,0,1,0,0
146,3.23,White,1,Houston,2006,1,0,0,0,0,1,0,0
149,3.35,White,1,Houston,2006,0,0,0,0,0,1,0,0
159,2.95,White,0,Houston,2006,1,0,0,0,0,1,0,0
150,3.65,White,1,Houston,2006,0,0,0,0,0,1,0,0
146,3.21,White,1,Houston,2006,0,0,0,0,0,1,0,0
152,2.88,White,1,Houston,2006,0,0,0,0,0,1,0,0
154,3.65,White,0,Houston,2006,1,0,0,0,0,1,0,0
150,2.58,White,0,Houston,2006,1,0,0,0,0,1,0,0
149,2.97,White,1,Houston,2006,1,0,0,0,0,1,0,0
157,2.6,White,0,Houston,2006,1,0,0,0,0,1,0,0
157,3.4,White,1,Houston,2006,1,0,0,0,0,1,0,0
160,3.04,White,1,Houston,2006,0,0,0,0,0,1,0,0
141,2.69,White,1,Houston,2006,0,0,0,0,0,1,0,0
136,2.7,White,0,Houston,2006,0,0,0,0,0,1,0,0
155,3.69,White,1,Houston,2006,0,0,0,0,0,1,0,0
149,3.69,White,1,Houston,2006,0,0,0,0,0,1,0,0
147,3.4,White,1,Houston,2006,0,0,0,0,0,1,0,0
155,3.75,White,0,Houston,2006,0,0,0,0,0,1,0,0
154,3.7,White,0,Houston,2006,1,0,0,0,0,1,0,0
161,2.74,White,1,Houston,2006,0,0,0,0,0,1,0,0
156,3.67,White,1,Houston,2006,1,0,0,0,0,1,0,0
149,3.04,White,1,Houston,2006,1,0,0,0,0,1,0,0
153,3.44,White,1,Houston,2006,1,0,0,0,0,1,0,0
149,3.54,White,0,Houston,2006,1,0,0,0,0,1,0,0
153,3.5,White,1,Houston,2006,1,0,0,0,0,1,0,0
153,3.32,White,0,Houston,2006,0,0,0,0,0,1,0,0
149,3.23,White,0,Houston,2006,1,0,0,0,0,1,0,0
161,3.48,White,0,Houston,2006,0,0,0,0,0,1,0,0
145,2.58,White,1,Houston,2006,1,0,0,0,0,1,0,0
157,3.8,White,1,Houston,2006,0,0,0,0,0,1,0,0
141,2.88,White,0,Houston,2006,0,0,0,0,0,1,0,0
159,3.17,White,0,Houston,2006,0,0,0,0,0,1,0,0
152,3.21,White,1,Houston,2006,1,0,0,0,0,1,0,0
155,3.14,White,0,Houston,2006,1,0,0,0,0,1,0,0
143,2.85,White,0,Houston,2006,1,0,0,0,0,1,0,0
149,2.91,White,0,Houston,2006,0,0,0,0,0,1,0,0
156,3.28,White,0,Houston,2006,1,0,0,0,0,1,0,0
152,3.42,White,1,Houston,2006,0,0,0,0,0,1,0,0
155,3.47,White,1,Houston,2006,0,0,0,0,0,1,0,0
158,3.66,White,1,Houston,2006,0,0,0,0,0,1,0,0
155,2.1,White,1,Houston,2006,1,0,0,0,0,1,0,0
149,3.07,White,0,Houston,2006,1,0,0,0,0,1,0,0
146,3.58,White,1,Houston,2006,0,0,0,0,0,1,0,0
141,2.97,White,1,Houston,2006,0,0,0,0,0,1,0,0
152,3.04,White,1,Houston,2006,0,0,0,0,0,1,0,0
153,3.64,White,1,Houston,2006,0,0,0,0,0,1,0,0
143,3.52,White,1,Houston,2006,0,0,0,0,0,1,0,0
156,3.81,White,1,Houston,2006,1,0,0,0,0,1,0,0
161,3.1,White,0,Houston,2006,1,0,0,0,0,1,0,0
159,3.41,White,0,Houston,2006,0,0,0,0,0,1,0,0
136,2.22,White,0,Houston,2006,1,0,0,0,0,1,0,0
154,3.71,White,0,Houston,2006,1,0,0,0,0,1,0,0
154,3,White,0,Houston,2006,0,0,0,0,0,1,0,0
155,3.52,White,1,Houston,2006,1,0,0,0,0,1,0,0
158,2.72,White,1,Houston,2006,1,0,0,0,0,1,0,0
151,3.62,White,1,Houston,2006,1,0,0,0,0,1,0,0
149,2.45,White,1,Houston,2006,0,0,0,0,0,1,0,0
151,3.22,White,1,Houston,2006,0,0,0,0,0,1,0,0
149,3.63,White,1,Houston,2006,1,0,0,0,0,1,0,0
156,2.69,White,0,Houston,2006,1,0,0,0,0,1,0,0
149,2.96,White,0,Houston,2006,1,0,0,0,0,1,0,0
155,3.07,White,0,Houston,2006,1,0,0,0,0,1,0,0
152,3.83,White,1,Houston,2006,0,0,0,0,0,1,0,0
146,3.44,White,0,Houston,2006,1,0,0,0,0,1,0,0
143,3.38,White,0,Houston,2006,1,0,0,0,0,1,0,0
160,3.24,White,0,Houston,2006,0,0,0,0,0,1,0,0
161,2.32,White,0,Houston,2006,1,0,0,0,0,1,0,0
152,3.56,White,0,Houston,2006,0,0,0,0,0,1,0,0
156,3.39,White,1,Houston,2006,1,0,0,0,0,1,0,0
150,2.77,White,0,Houston,2006,0,0,0,0,0,1,0,0
159,2.55,White,1,Houston,2006,1,0,0,0,0,1,0,0
154,3.51,White,0,Houston,2006,1,0,0,0,0,1,0,0
146,3.63,White,0,Houston,2006,0,0,0,0,0,1,0,0
149,3.84,White,1,Houston,2006,0,0,0,0,0,1,0,0
160,3.39,White,0,Houston,2006,0,0,0,0,0,1,0,0
150,3.47,White,1,Houston,2006,0,0,0,0,0,1,0,0
148,3.25,White,1,Houston,2006,0,0,0,0,0,1,0,0
151,3,White,0,Houston,2006,1,0,0,0,0,1,0,0
146,2.64,White,1,Houston,2006,0,0,0,0,0,1,0,0
147,3.13,White,1,Houston,2006,1,0,0,0,0,1,0,0
135,2.92,White,1,Houston,2006,1,0,0,0,0,1,0,0
150,2.63,White,0,Houston,2006,0,0,0,0,0,1,0,0
152,2.62,White,0,Houston,2006,0,0,0,0,0,1,0,0
160,3.1,White,0,Houston,2006,1,0,0,0,0,1,0,0
153,3.12,White,1,Houston,2006,1,0,0,0,0,1,0,0
151,3.61,White,1,Houston,2006,0,0,0,0,0,1,0,0
149,2.98,White,1,Houston,2006,0,0,0,0,0,1,0,0
151,3.19,White,0,Houston,2006,0,0,0,0,0,1,0,0
148,3.4,White,1,Houston,2006,1,0,0,0,0,1,0,0
156,3.29,White,0,Houston,2006,1,0,0,0,0,1,0,0
153,3.06,White,1,Houston,2006,1,0,0,0,0,1,0,0
147,3.08,White,0,Houston,2006,1,0,0,0,0,1,0,0
137,3.23,White,1,Houston,2006,1,0,0,0,0,1,0,0
157,2.94,White,1,Houston,2006,0,0,0,0,0,1,0,0
153,3.6,White,1,Houston,2006,1,0,0,0,0,1,0,0
156,2.92,White,1,Houston,2006,0,0,0,0,0,1,0,0
145,3.46,White,0,Houston,2006,0,0,0,0,0,1,0,0
158,3.43,White,0,Houston,2006,0,0,0,0,0,1,0,0
157,3.58,White,1,Houston,2006,1,0,0,0,0,1,0,0
157,2.87,White,1,Houston,2006,0,0,0,0,0,1,0,0
141,3.42,Black,1,Houston,2006,0,0,1,0,0,0,0,1
150,3.86,White,0,Houston,2006,0,0,0,0,0,1,0,0
157,3.54,White,0,Houston,2006,0,0,0,0,0,1,0,0
155,3.92,White,0,Houston,2006,0,0,0,0,0,1,0,0
148,2.47,White,1,Houston,2006,0,0,0,0,0,1,0,0
156,3.54,White,0,Houston,2006,0,0,0,0,0,1,0,0
144,2.36,White,1,Houston,2006,0,0,0,0,0,1,0,0
159,3.41,White,1,Houston,2006,1,0,0,0,0,1,0,0
149,2.46,Black,1,Houston,2006,0,0,1,0,0,0,0,1
152,3.58,White,1,Houston,2006,0,0,0,0,0,1,0,0
154,3.2,White,1,Houston,2006,0,0,0,0,0,1,0,0
159,3.39,White,0,Houston,2006,1,0,0,0,0,1,0,0
154,3.62,White,1,Houston,2006,1,0,0,0,0,1,0,0
155,3.68,White,1,Houston,2006,1,0,0,0,0,1,0,0
155,3.17,White,1,Houston,2006,0,0,0,0,0,1,0,0
154,2.96,White,1,Houston,2006,0,0,0,0,0,1,0,0
143,2.54,White,1,Houston,2006,1,0,0,0,0,1,0,0
153,3.24,White,0,Houston,2006,0,0,0,0,0,1,0,0
161,3.13,White,0,Houston,2006,1,0,0,0,0,1,0,0
143,3.38,Black,0,Houston,2006,0,0,1,0,0,0,0,1
151,3.15,Black,0,Houston,2006,0,0,1,0,0,0,0,1
148,3.7,White,1,Houston,2006,1,0,0,0,0,1,0,0
155,3.13,White,1,Houston,2006,1,0,0,0,0,1,0,0
142,3.29,Black,1,Houston,2006,0,0,1,0,0,0,0,1
155,3.12,White,1,Houston,2006,1,0,0,0,0,1,0,0
154,3.93,White,1,Houston,2006,1,0,0,0,0,1,0,0
152,3.8,White,0,Houston,2006,0,0,0,0,0,1,0,0
141,3.74,Black,1,Houston,2006,1,0,1,0,0,0,0,1
155,3.6,White,0,Houston,2006,0,0,0,0,0,1,0,0
155,3.52,White,0,Houston,2006,0,0,0,0,0,1,0,0
149,2.97,White,0,Houston,2006,0,0,0,0,0,1,0,0
158,2.89,White,0,Houston,2006,1,0,0,0,0,1,0,0
150,3.43,White,1,Houston,2006,1,0,0,0,0,1,0,0
151,2.88,White,1,Houston,2006,1,0,0,0,0,1,0,0
159,3.87,White,1,Houston,2006,1,0,0,0,0,1,0,0
152,3.23,White,1,Houston,2006,0,0,0,0,0,1,0,0
150,2.81,White,0,Houston,2006,1,0,0,0,0,1,0,0
146,3.42,White,1,Houston,2006,0,0,0,0,0,1,0,0
147,3.6,White,0,Houston,2006,1,0,0,0,0,1,0,0
158,3.16,White,1,Houston,2006,1,0,0,0,0,1,0,0
154,3.42,White,1,Houston,2006,1,0,0,0,0,1,0,0
159,3.03,White,0,Houston,2006,0,0,0,0,0,1,0,0
152,3.19,White,0,Houston,2006,0,0,0,0,0,1,0,0
150,3.14,White,1,Houston,2006,0,0,0,0,0,1,0,0
151,3.19,White,1,Houston,2006,1,0,0,0,0,1,0,0
151,3.59,White,1,Houston,2006,0,0,0,0,0,1,0,0
151,3.43,White,1,Houston,2006,1,0,0,0,0,1,0,0
157,3.02,White,1,Houston,2006,1,0,0,0,0,1,0,0
155,2.68,White,1,Houston,2006,1,0,0,0,0,1,0,0
154,3.28,White,0,Houston,2006,0,0,0,0,0,1,0,0
152,2.07,White,1,Houston,2006,1,0,0,0,0,1,0,0
153,2.66,White,1,Houston,2006,1,0,0,0,0,1,0,0
160,3.42,White,0,Houston,2006,1,0,0,0,0,1,0,0
144,2.81,White,1,Houston,2006,1,0,0,0,0,1,0,0
161,3.13,White,0,Houston,2006,1,0,0,0,0,1,0,0
156,3.71,White,0,Houston,2006,1,0,0,0,0,1,0,0
154,2.81,White,0,Houston,2006,1,0,0,0,0,1,0,0
159,3.45,White,1,Houston,2006,1,0,0,0,0,1,0,0
154,3.31,White,0,Houston,2006,0,0,0,0,0,1,0,0
149,3.28,White,0,Houston,2006,1,0,0,0,0,1,0,0
153,3.37,White,1,Houston,2006,1,0,0,0,0,1,0,0
158,3.44,White,1,Houston,2006,1,0,0,0,0,1,0,0
152,3.64,White,1,Houston,2006,1,0,0,0,0,1,0,0
143,2.28,White,1,Houston,2006,1,0,0,0,0,1,0,0
158,3.07,White,0,Houston,2006,0,0,0,0,0,1,0,0
152,2.9,White,0,Houston,2006,1,0,0,0,0,1,0,0
159,3.38,White,1,Houston,2006,0,0,0,0,0,1,0,0
159,3.3,White,0,Houston,2006,0,0,0,0,0,1,0,0
158,3.28,White,0,Houston,2006,1,0,0,0,0,1,0,0
153,2.62,Black,1,Houston,2006,0,0,1,0,0,0,0,1
145,3.01,White,1,Houston,2006,1,0,0,0,0,1,0,0
142,2.53,White,1,Houston,2006,1,0,0,0,0,1,0,0
151,3.32,White,0,Houston,2006,1,0,0,0,0,1,0,0
143,2.44,White,1,Houston,2006,1,0,0,0,0,1,0,0
143,3.46,White,1,Houston,2006,1,0,0,0,0,1,0,0
158,3.2,White,0,Houston,2006,1,0,0,0,0,1,0,0
146,3.1,White,1,Houston,2006,0,0,0,0,0,1,0,0
155,3.27,White,0,Houston,2006,1,0,0,0,0,1,0,0
159,2.77,White,1,Houston,2006,1,0,0,0,0,1,0,0
149,3.06,White,1,Houston,2006,0,0,0,0,0,1,0,0
162,2.72,White,1,Houston,2006,1,0,0,0,0,1,0,0
163,2.74,White,1,Houston,2006,0,0,0,0,0,1,0,0
150,2.88,White,0,Houston,2006,1,0,0,0,0,1,0,0
154,3.43,White,1,Houston,2006,1,0,0,0,0,1,0,0
158,3.19,White,1,Houston,2006,0,0,0,0,0,1,0,0
141,2.81,Black,1,Houston,2006,0,0,1,0,0,0,0,1
151,3.44,White,1,Houston,2006,1,0,0,0,0,1,0,0
148,3.53,White,0,Houston,2006,0,0,0,0,0,1,0,0
155,3.01,White,1,Houston,2006,1,0,0,0,0,1,0,0
145,2.88,White,1,Houston,2006,0,0,0,0,0,1,0,0
156,3.04,White,1,Houston,2006,1,0,0,0,0,1,0,0
133,3.4,Black,0,Houston,2006,0,0,1,0,0,0,0,1
158,2.99,White,1,Houston,2006,1,0,0,0,0,1,0,0
149,3.51,White,0,Houston,2006,0,0,0,0,0,1,0,0
152,2.45,White,1,Houston,2006,1,0,0,0,0,1,0,0
138,2.66,White,1,Houston,2006,0,0,0,0,0,1,0,0
146,2.22,White,0,Houston,2006,1,0,0,0,0,1,0,0
150,3.41,White,0,Houston,2006,1,0,0,0,0,1,0,0
156,3.49,White,0,Houston,2006,1,0,0,0,0,1,0,0
139,2.49,White,1,Houston,2006,1,0,0,0,0,1,0,0
158,3.54,White,0,Houston,2006,0,0,0,0,0,1,0,0
157,3.53,White,0,Houston,2006,1,0,0,0,0,1,0,0
152,2.49,White,1,Houston,2006,0,0,0,0,0,1,0,0
158,3.02,White,0,Houston,2006,1,0,0,0,0,1,0,0
143,3.41,White,0,Houston,2006,0,0,0,0,0,1,0,0
155,3.82,White,1,Houston,2006,1,0,0,0,0,1,0,0
155,2.41,White,1,Houston,2006,1,0,0,0,0,1,0,0
165,2.89,White,1,Houston,2006,1,0,0,0,0,1,0,0
153,2.44,White,0,Houston,2006,1,0,0,0,0,1,0,0
152,3.69,White,1,Houston,2006,1,0,0,0,0,1,0,0
154,3.12,White,0,Houston,2006,1,0,0,0,0,1,0,0
144,2.69,Black,0,Houston,2006,0,0,1,0,0,0,0,1
151,3.46,White,1,Houston,2006,1,0,0,0,0,1,0,0
161,3.62,White,0,Houston,2006,0,0,0,0,0,1,0,0
147,2.51,White,1,Houston,2006,1,0,0,0,0,1,0,0
151,3.75,White,0,Houston,2006,0,0,0,0,0,1,0,0
150,3.22,White,0,Houston,2006,1,0,0,0,0,1,0,0
156,3,White,1,Houston,2006,0,0,0,0,0,1,0,0
158,3.41,White,0,Houston,2006,0,0,0,0,0,1,0,0
159,3.33,White,1,Houston,2006,1,0,0,0,0,1,0,0
155,3.27,White,0,Houston,2006,1,0,0,0,0,1,0,0
159,2.79,White,0,Houston,2006,1,0,0,0,0,1,0,0
158,3.19,White,0,Houston,2006,0,0,0,0,0,1,0,0
156,3.57,White,0,Houston,2006,0,0,0,0,0,1,0,0
159,2.99,White,0,Houston,2006,0,0,0,0,0,1,0,0
152,2.62,White,1,Houston,2006,1,0,0,0,0,1,0,0
153,3.5,White,0,Houston,2006,0,0,0,0,0,1,0,0
146,3.04,White,1,Houston,2006,1,0,0,0,0,1,0,0
134,2.9,White,0,Houston,2006,1,0,0,0,0,1,0,0
152,2.91,White,0,Houston,2006,0,0,0,0,0,1,0,0
140,3.23,White,1,Houston,2006,1,0,0,0,0,1,0,0
153,3.03,Black,0,Houston,2006,1,0,1,0,0,0,0,1
151,2.88,Black,1,Houston,2006,1,0,1,0,0,0,0,1
142,2.86,White,1,Houston,2006,1,0,0,0,0,1,0,0
157,3.4,White,1,Houston,2006,0,0,0,0,0,1,0,0
159,3.27,White,1,Houston,2006,0,0,0,0,0,1,0,0
159,3.35,White,1,Houston,2006,1,0,0,0,0,1,0,0
145,3.94,White,1,Houston,2006,0,0,0,0,0,1,0,0
155,3.68,White,1,Houston,2006,1,0,0,0,0,1,0,0
136,2.28,Black,1,Houston,2006,0,0,1,0,0,0,0,1
144,3.46,White,0,Houston,2006,0,0,0,0,0,1,0,0
157,3.04,White,1,Houston,2006,1,0,0,0,0,1,0,0
143,3.64,White,0,Houston,2006,0,0,0,0,0,1,0,0
135,3.13,White,1,Houston,2006,1,0,0,0,0,1,0,0
150,3.79,White,0,Houston,2006,0,0,0,0,0,1,0,0
146,3.02,White,0,Houston,2006,0,0,0,0,0,1,0,0
154,2.79,White,0,Houston,2006,1,0,0,0,0,1,0,0
149,3.31,White,1,Houston,2006,1,0,0,0,0,1,0,0
153,3.42,White,1,Houston,2006,1,0,0,0,0,1,0,0
147,3.78,White,1,Houston,2006,0,0,0,0,0,1,0,0
159,3.4,White,0,Houston,2006,1,0,0,0,0,1,0,0
149,3.06,White,1,Houston,2006,1,0,0,0,0,1,0,0
149,3.05,White,0,Houston,2006,1,0,0,0,0,1,0,0
158,3.32,White,1,Houston,2006,1,0,0,0,0,1,0,0
156,3.18,White,1,Houston,2006,1,0,0,0,0,1,0,0
165,3.16, ,1,Houston,2006,0,0,0,0,0,0,1,0
146,2.97,White,0,Houston,2006,1,0,0,0,0,1,0,0
141,2.69,White,1,Houston,2006,1,0,0,0,0,1,0,0
148,3.86,White,1,Houston,2006,0,0,0,0,0,1,0,0
165,3.55,White,1,Houston,2006,1,0,0,0,0,1,0,0
152,3.3,Black,1,Houston,2006,0,0,1,0,0,0,0,1
142,2.11,Black,0,Houston,2006,0,0,1,0,0,0,0,1
163,3.69,White,1,Houston,2006,1,0,0,0,0,1,0,0
164,4,White,1,Houston,2006,0,0,0,0,0,1,0,0
143,2.6,White,1,Houston,2006,0,0,0,0,0,1,0,0
150,2.21,Hispanic,1,Houston,2006,1,0,0,1,0,0,0,1
159,3.26,White,1,Houston,2006,1,0,0,0,0,1,0,0
165,3.93, ,1,Houston,2006,0,0,0,0,0,0,1,0
170,3.26,White,1,Houston,2006,1,0,0,0,0,1,0,0
160,3.75,White,1,Houston,2006,0,0,0,0,0,1,0,0
155,3.2,White,1,Houston,2006,1,0,0,0,0,1,0,0
154,3.29, ,1,Houston,2006,1,0,0,0,0,0,1,0
165,3.58, ,0,Houston,2006,1,0,0,0,0,0,1,0
156,3.16, ,0,Houston,2006,1,0,0,0,0,0,1,0
165,3.81,White,1,Houston,2006,0,0,0,0,0,1,0,0
166,3.8,White,1,Houston,2006,1,0,0,0,0,1,0,0
164,3.93, ,0,Houston,2006,1,0,0,0,0,0,1,0
158,3.11,White,1,Houston,2006,1,0,0,0,0,1,0,0
158,3.49,White,1,Houston,2006,1,0,0,0,0,1,0,0
166,3.82,White,0,Houston,2006,0,0,0,0,0,1,0,0
164,3.93,White,1,Houston,2006,0,0,0,0,0,1,0,0
152,2.78,Hispanic,1,Houston,2006,1,0,0,1,0,0,0,1
163,2.91,White,0,Houston,2006,0,0,0,0,0,1,0,0
157,2.81,Black,1,Houston,2006,1,0,1,0,0,0,0,1
153,3.56,Black,1,Houston,2006,0,0,1,0,0,0,0,1
164,3.99,Asian,0,Houston,2006,1,0,0,0,1,0,0,0
161,3.67,Black,1,Houston,2006,1,0,1,0,0,0,0,1
154,3.65,Hispanic,1,Houston,2006,1,0,0,1,0,0,0,1
138,2.12,Black,1,Houston,2006,0,0,1,0,0,0,0,1
151,2.79,White,1,Houston,2006,1,0,0,0,0,1,0,0
149,2.04,White,1,Houston,2006,1,0,0,0,0,1,0,0
165,3.79,Black,1,Houston,2006,0,0,1,0,0,0,0,1
157,2.77, ,0,Houston,2006,0,0,0,0,0,0,1,0
151,2.46, ,1,Houston,2006,0,0,0,0,0,0,1,0
146,2.49,Hispanic,1,Houston,2006,0,0,0,1,0,0,0,1
135,2.33,Hispanic,1,Houston,2006,0,0,0,1,0,0,0,1
142,3.26,Hispanic,1,Houston,2006,1,0,0,1,0,0,0,1
165,3.88,Black,1,Houston,2006,1,0,1,0,0,0,0,1
137,3.09,Black,1,Houston,2006,0,0,1,0,0,0,0,1
129,3.45,Asian,1,Houston,2006,1,0,0,0,1,0,0,0
159,3.83,Black,0,Houston,2006,1,0,1,0,0,0,0,1
152,3.18,Asian,0,Houston,2006,1,0,0,0,1,0,0,0
158,2.87,Asian,1,Houston,2006,1,0,0,0,1,0,0,0
146,2.85,White,1,Houston,2006,1,0,0,0,0,1,0,0
164,2.77,Asian,1,Houston,2006,1,0,0,0,1,0,0,0
161,3.77,Asian,1,Houston,2006,1,0,0,0,1,0,0,0
147,2.42,Black,0,Houston,2006,0,0,1,0,0,0,0,1
170,2.79,Hispanic,1,Houston,2006,1,0,0,1,0,0,0,1
137,2.91,Black,0,Houston,2006,1,0,1,0,0,0,0,1
131,2.59,White,1,Houston,2006,0,0,0,0,0,1,0,0
151,2.87,White,1,Houston,2006,1,0,0,0,0,1,0,0
167,3.67,Hispanic,1,Houston,2006,0,0,0,1,0,0,0,1
148,3.33,Hispanic,0,Houston,2006,1,0,0,1,0,0,0,1
165,3.59,Asian,1,Houston,2006,0,0,0,0,1,0,0,0
142,2,Hispanic,1,Houston,2006,1,0,0,1,0,0,0,1
168,,White,1,Houston,2006,1,0,0,0,0,1,0,0
143,3.08,Asian,0,Houston,2006,1,0,0,0,1,0,0,0
169,3.34,White,1,Houston,2006,1,0,0,0,0,1,0,0
140,2.61, ,1,Houston,2006,1,0,0,0,0,0,1,0
146,3.84,White,0,Houston,2006,0,0,0,0,0,1,0,0
163,2.99,White,1,Houston,2006,1,0,0,0,0,1,0,0
153,3.81,Black,0,Houston,2006,0,0,1,0,0,0,0,1
146,3.47,Black,1,Houston,2006,0,0,1,0,0,0,0,1
150,3.59,White,1,Houston,2006,1,0,0,0,0,1,0,0
162,2.38, ,1,Houston,2006,1,0,0,0,0,0,1,0
153,3.78,White,0,Houston,2006,1,0,0,0,0,1,0,0
158,3.66,White,1,Houston,2006,0,0,0,0,0,1,0,0
157,3.48,White,1,Houston,2006,0,0,0,0,0,1,0,0
159,3.53, ,1,Houston,2006,1,0,0,0,0,0,1,0
167,2.6,White,0,Houston,2006,1,0,0,0,0,1,0,0
155,3.64,White,1,Houston,2006,0,0,0,0,0,1,0,0
163,3.23, ,0,Houston,2006,1,0,0,0,0,0,1,0
163,3.21, ,1,Houston,2006,1,0,0,0,0,0,1,0
158,3.25, ,1,Houston,2006,1,0,0,0,0,0,1,0
155,3.85,White,1,Houston,2006,0,0,0,0,0,1,0,0
162,3.35,White,1,Houston,2006,1,0,0,0,0,1,0,0
161,2.8,White,0,Houston,2006,1,0,0,0,0,1,0,0
155,3.77, ,1,Houston,2006,1,0,0,0,0,0,1,0
161,2.85, ,1,Houston,2006,1,0,0,0,0,0,1,0
163,2.65,White,0,Houston,2006,1,0,0,0,0,1,0,0
155,3.4,White,1,Houston,2006,0,0,0,0,0,1,0,0
152,3.51,Black,0,Houston,2006,0,0,1,0,0,0,0,1
157,3.72,White,1,Houston,2006,1,0,0,0,0,1,0,0
150,3.12,Black,0,Houston,2006,1,0,1,0,0,0,0,1
158,3.21,White,1,Houston,2006,0,0,0,0,0,1,0,0
150,3.19,Black,0,Houston,2006,0,0,1,0,0,0,0,1
150,3.89, ,1,Houston,2006,1,0,0,0,0,0,1,0
161,3.06,White,1,Houston,2006,0,0,0,0,0,1,0,0
153,3.53, ,0,Houston,2006,0,0,0,0,0,0,1,0
158,3.62, ,0,Houston,2006,1,0,0,0,0,0,1,0
152,3.77,White,1,Houston,2006,0,0,0,0,0,1,0,0
152,3.63,Black,0,Houston,2006,0,0,1,0,0,0,0,1
146,3.82, ,1,Houston,2006,1,0,0,0,0,0,1,0
160,3.31,White,1,Houston,2006,1,0,0,0,0,1,0,0
160,3.42,White,1,Houston,2006,0,0,0,0,0,1,0,0
155,3.48,White,1,Houston,2006,1,0,0,0,0,1,0,0
158,3.56,White,0,Houston,2006,1,0,0,0,0,1,0,0
152,3.54,Black,1,Houston,2006,0,0,1,0,0,0,0,1
149,3.2,Black,1,Houston,2006,0,0,1,0,0,0,0,1
161,3.36, ,1,Houston,2006,0,0,0,0,0,0,1,0
155,2.38,Black,1,Houston,2006,0,0,1,0,0,0,0,1
159,3.55, ,1,Houston,2006,0,0,0,0,0,0,1,0
162,3.25,White,1,Houston,2006,0,0,0,0,0,1,0,0
143,3.57,Black,1,Houston,2006,0,0,1,0,0,0,0,1
149,3.04,Black,1,Houston,2006,0,0,1,0,0,0,0,1
159,3.73,White,1,Houston,2006,1,0,0,0,0,1,0,0
157,3.56, ,0,Houston,2006,0,0,0,0,0,0,1,0
159,3.6,White,1,Houston,2006,0,0,0,0,0,1,0,0
157,3.08, ,1,Houston,2006,1,0,0,0,0,0,1,0
161,3.03,White,1,Houston,2006,0,0,0,0,0,1,0,0
148,3.66,Black,0,Houston,2006,1,0,1,0,0,0,0,1
156,3.67,White,1,Houston,2006,0,0,0,0,0,1,0,0
159,3.63, ,1,Houston,2006,0,0,0,0,0,0,1,0
149,3.77, ,1,Houston,2006,1,0,0,0,0,0,1,0
156,3.67, ,0,Houston,2006,0,0,0,0,0,0,1,0
146,2.89,Black,0,Houston,2006,0,0,1,0,0,0,0,1
161,2.69,White,1,Houston,2006,1,0,0,0,0,1,0,0
163,2.92, ,1,Houston,2006,1,0,0,0,0,0,1,0
159,3.61,White,0,Houston,2006,1,0,0,0,0,1,0,0
151,3.73,White,1,Houston,2006,0,0,0,0,0,1,0,0
155,3.25,White,1,Houston,2006,1,0,0,0,0,1,0,0
151,3.55,Black,0,Houston,2006,0,0,1,0,0,0,0,1
158,3.07,White,0,Houston,2006,0,0,0,0,0,1,0,0
158,3.45,White,1,Houston,2006,1,0,0,0,0,1,0,0
170,2.44,White,1,Houston,2006,1,0,0,0,0,1,0,0
161,2.83,White,1,Houston,2006,1,0,0,0,0,1,0,0
152,3.42, ,1,Houston,2006,1,0,0,0,0,0,1,0
154,3.77,White,1,Houston,2006,1,0,0,0,0,1,0,0
151,4,White,1,Houston,2006,0,0,0,0,0,1,0,0
158,3.57,White,1,Houston,2006,0,0,0,0,0,1,0,0
159,3.18,White,0,Houston,2006,1,0,0,0,0,1,0,0
153,3.53,Black,0,Houston,2006,1,0,1,0,0,0,0,1
151,3.87,White,1,Houston,2006,1,0,0,0,0,1,0,0
162,3.08,White,1,Houston,2006,1,0,0,0,0,1,0,0
158,3.48,White,1,Houston,2006,1,0,0,0,0,1,0,0
162,2.73, ,1,Houston,2006,1,0,0,0,0,0,1,0
153,3.5, ,0,Houston,2006,1,0,0,0,0,0,1,0
166,2.82,White,1,Houston,2006,1,0,0,0,0,1,0,0
156,3.71,White,1,Houston,2006,0,0,0,0,0,1,0,0
154,3.02,Black,1,Houston,2006,1,0,1,0,0,0,0,1
165,2.72,White,1,Houston,2006,1,0,0,0,0,1,0,0
157,3.55,White,1,Houston,2006,0,0,0,0,0,1,0,0
161,2.31,White,1,Houston,2006,0,0,0,0,0,1,0,0
160,3.23,White,0,Houston,2006,0,0,0,0,0,1,0,0
143,3.63,Black,1,Houston,2006,0,0,1,0,0,0,0,1
158,3.33,White,1,Houston,2006,1,0,0,0,0,1,0,0
151,3.73,White,1,Houston,2006,1,0,0,0,0,1,0,0
